temperatura,ph,densidade_corrente,concentracao_reagentes,tempo_reacao,sucesso,tensao_aplicada,condutividade,concentracao_ions,viscosidade,temperatura_ambiente
49.963209507789,3.8513292883861965,1.3823578503059395,3.3962446716236006,72.9195466111952,0,6.834312586700398,0.29011732817154856,0.748241131552656,1.8703670171040423,22.47281636933397
96.05714451279329,7.419009473783581,1.3101961154527992,4.003738846237725,98.59755622299849,1,2.551477258946496,1.015185388332534,0.718554703971815,1.288040722729247,21.658241924628065
78.5595153449124,10.729458358764083,4.54064744455308,1.3272927040832452,93.6177022769175,0,8.851551070193334,4.173104444940718,0.18617877879702188,1.5873654077541266,18.5230782500572
67.89267873576293,9.322248864095613,1.32277637926258,3.161883088074295,26.928989516315106,1,6.518046151623174,3.8571649460578454,0.93031516441522,1.1540724469588817,27.14533340202976
32.48149123539492,10.065611478614498,1.432553658030292,2.9015553174043687,26.41744167156213,1,2.4148349520125882,1.81814918814002,0.6116249819411377,1.4450518663136573,24.53248321017258
32.47956162689621,8.587833667107173,3.8210514858480225,4.180868846262529,39.49918045194046,1,9.661042517330861,1.9463720760936414,0.42735296902211584,1.010863906131678,32.31401984648007
24.64668897345596,8.922765645178526,2.303725228007646,4.539826596358177,49.718219897514096,1,5.665289170017886,2.7144167244125397,0.780884725145776,0.951738529678168,15.642191609641165
89.29409166199481,10.491956515653193,3.9058817290803884,0.15956818023919536,54.930113954933084,1,1.6560860668448951,0.1011809229571593,0.33162891256147065,1.3673446792542705,27.877358551102525
68.0892009394567,4.49668008859186,0.4202941720654877,3.4026976033880842,84.76669385166798,0,6.641496139735605,1.2820972465863367,0.7241588533416884,1.2471945112759706,30.258977570231224
76.64580622368364,6.894249636431405,2.4890988489995833,0.35399541568667225,16.234847538241894,1,3.278790163115292,1.1203358621802508,0.1357400868150225,1.3693045537249717,30.18973138376614
21.646759543664196,4.212094418196022,0.26470664089808493,2.7894074588790443,13.813997464867303,0,8.233241066895722,1.327366439073841,0.8554672338483448,0.9299908719305345,32.7214793419105
97.59278817295954,11.87668007996647,0.4070006969312372,1.5094003723140235,53.11016192382999,1,8.360398662095715,4.048938628413863,0.5033537623191866,1.050436747725493,29.58067485658988
86.59541126403374,11.440593396866133,4.541543521387614,1.603205337658492,86.68800613517786,1,9.810526202691957,1.4704018970775716,0.6730236229221476,0.625846940943364,33.556201232953924
36.987128854262096,2.394268113685059,0.7823023184762163,1.8294966669165473,31.277887725213084,0,5.516825779220533,1.038454478045726,0.2991140378260153,0.5784145584083086,21.65313199641783
34.54599737656805,9.055751725156885,2.708861343148564,3.14433300034309,80.56549293818769,1,5.094611917549634,2.5708909578858545,0.7093663413926031,0.8801856945095243,25.064188335030863
34.6723607882747,11.252483174156659,2.1143684527434625,1.7368448317769694,38.58109517343294,1,7.781280449018325,4.341660678226386,0.7950162483039489,0.6113702889958186,15.281593265657813
44.33937943676302,3.8057534512733353,1.8019822986683294,3.6902253478923743,107.4694719694868,0,2.192235907077339,1.2826135488037496,0.5258918681959589,0.655662062952111,15.139151746065824
61.98051453057903,7.679452305526294,4.509183393867635,2.0821841893119615,108.52589386932782,1,5.922239624138117,0.4848275896847136,0.6559542316556148,1.7193926080909057,19.8025324090304
54.55560149136926,11.154882975880419,0.20693464419989857,0.4349306815187972,42.70159247094591,1,5.9162284011776585,1.8463832056633573,0.5106933314401587,0.5583105455250339,17.016143942781706
43.298331215843355,2.339459785857988,3.3525694622603868,3.9404232281721256,35.29931293595646,1,1.8052581052934848,3.7634939403683916,0.9046822323320609,1.4884141909021142,20.204227358715073
68.94823157779035,8.9742026724684,4.820632727646397,1.5002157905042597,55.24343692728544,1,4.761856769562222,2.798383669004494,0.5480822624628873,0.9088366232231008,18.540865890567947
31.15950885216335,4.973490073725507,2.844824098963026,2.2205577100363874,36.45847436981636,0,8.679563187104819,4.102287510914302,0.857627838125937,1.8073185210621896,15.570400496772965
43.37157188281745,11.243961953765304,4.69043006396215,3.4586750277873177,83.9622227620874,0,8.705382597951942,4.802001523285246,0.8212168524432237,1.2274884268662494,33.18608292812099
49.308947463495336,11.710582451653679,0.3560636085015165,1.729035170028689,100.86711530031141,0,1.8931389842771291,3.984046136082924,0.46945433921352087,0.9583646889917385,15.16446262777783
56.48559873736288,11.442664891134338,2.152087263463391,0.3772697151189066,84.04013440023387,0,1.8164879447304778,3.058635086334392,0.30707604267172756,1.2764584035341517,29.72164288674171
82.81407691144109,6.742142166574638,1.3747731757140509,1.9322131303627867,100.67854919742844,1,3.3642592930174176,2.517373781456665,0.4654739193037939,1.0729370285679032,18.04295773839033
35.97390257266878,10.620426509893134,3.6810227284055763,4.727798055202086,53.66913784282215,1,8.872894562985941,0.2963385231065067,0.8435956381976981,1.3464515970047453,33.244592439992005
61.13875507308893,10.445493985350703,4.908355743436509,3.2444985467629355,27.194866777974696,1,2.1601232656614906,4.9231776961888025,0.30486928223745313,0.6717993024895224,32.85591879179772
67.39316550896339,5.191004732432557,1.3569973059768143,3.390247828469314,91.17460421373514,0,7.479971223647016,1.9790575006177087,0.5719927112719744,1.9954857542188267,28.07802292738515
23.71603301759982,10.289154741506774,3.3054555472229654,3.1981825528244356,49.65219556557093,1,1.910490576517929,0.8459182481926474,0.8254870731646727,1.1383338165450763,28.444682996012105
68.60358815211507,2.370076347154926,1.0706784005227268,1.0750614809012404,83.83979077520458,0,6.608240683730428,3.3668733914426383,0.4181297276155409,1.022345959561053,15.106782839393771
33.64192989498332,7.96269878482053,2.870118247400889,2.149835934101173,39.77083361799423,1,4.204605692072303,1.4930126165677509,0.6779886733024276,1.5653147724743972,34.69743132227204
25.20412743882236,4.30008837287703,2.3732691847728478,3.77960501198026,18.935259828733994,0,8.100225666692804,2.9703135275621335,0.3210684166439331,1.0458491097429987,32.55665207151629
95.91084298026666,3.205668857772788,4.862826115194531,0.5967271980104799,119.18399750365397,1,3.1032140394282726,2.975162748438497,0.19835150083134395,1.7499114575431365,32.90212451460184
97.25056264596475,2.7695320162920916,3.0817836362126863,1.4614786028395903,27.18216587236592,1,6.752816464509639,2.284076122424059,0.8149458025835707,1.181406086540638,28.18489074101744
84.67178784931689,8.962887758781397,1.8125812232254122,1.453963631482683,118.72630933598292,1,3.1211428111829647,4.196981216170709,0.18907176106783613,1.5793376198981524,21.895738573090732
44.36910153386965,5.398749637680662,0.6590693459508735,2.2168927452130798,117.5007925823092,1,7.4229425480093845,1.398338601621671,0.34424325557162616,0.6611798246628298,32.87297298180962
27.81376912051071,9.247667715287616,0.8411094608011793,4.903806830616706,97.31999142988435,1,8.863102311046738,2.298299698926898,0.8695984797976961,1.7691787783326678,20.830338563023847
74.73864212097254,2.6535634079894237,1.204052956761052,0.4307624787507275,82.53652582901974,1,2.14121619214084,2.7346914300957605,0.4118223583708005,1.6035769801671647,26.254230866844058
55.21219949916811,5.152903378306103,1.3297366405674604,2.6416348724649157,73.55877552761932,1,8.79936119735953,3.3517611317597686,0.975740814562745,0.8175751676929486,16.99461944687765
29.763058787582306,7.394912923753372,4.268018683421575,0.9788869418598313,105.27116999156182,0,6.3421772897286814,3.941462067477389,0.9817609012964738,0.71792901461868,33.439112602655
59.614152808901615,9.907231648389637,2.8499916625843724,4.856315072507746,41.83834737814367,1,2.1439944178032158,2.0345556861034546,0.34144841840820106,0.9744385230884366,17.815409155424266
22.75108168921747,5.1875250293207,2.664615465734396,0.6551871731645746,61.444933373336475,0,4.847876698237409,3.2656300260733206,0.13688040002490143,1.9641058790478565,19.497936114608144
92.74563216630257,8.25891376437009,0.6623674721591656,2.0776449115717974,78.13289663031522,1,2.447742641365881,0.8379936700357438,0.7345569557848411,0.8852473618505879,26.1626831625643
40.70239852800135,10.85977748236187,4.314684497412231,3.7156364256895706,55.23095234564402,1,7.303130999799126,4.669975692658145,0.5058878523835094,1.18419081341995,30.28186000425963
73.00178274831856,8.158631881823045,3.6417900857215706,3.5523166973344824,57.023509949929476,1,7.8298132097615465,1.9769881514629175,0.19067755956361865,0.5450303385760045,27.387026118725977
44.93688608715288,4.329594747536338,0.4315749733100078,2.171370320780268,46.33131342522928,0,1.9521686824551905,3.674654967684549,0.7367705370802385,1.0958412943493487,19.642678256003123
61.605441694224865,2.2440078155653804,3.568391976425867,1.7979684229683195,72.06549983529897,0,5.5552586742517995,0.1996713012226705,0.1280574182007291,1.356980023149654,15.018860850549807
63.73682234746237,10.700988739009299,2.763337264978966,2.048300654909066,103.56319808166276,1,8.331625504233255,1.1054170002335544,0.8831770214430179,1.9296869187619476,30.143011606148782
34.788356442042165,2.2126941085038716,0.5004541941592134,1.3949536894773327,32.16812158069442,0,9.425467373958968,2.4867044671855325,0.22478727620197336,1.2751040674100966,34.704146518221876
97.56677022116469,10.747016726841995,2.345673143490417,1.1061313996633193,112.78763426287856,1,5.62166080067593,4.403437091888498,0.2145806908720525,1.7286609892665317,31.19826240612181
82.01062586888916,7.28937134027212,2.4750118069372307,2.4668945180385613,85.79964191230526,0,9.552513012502663,2.683550234758318,0.25810506817172607,1.320691463853351,24.204132363132306
95.15991532513513,11.390676985128962,0.9122952468000513,1.415815404731276,100.56005339480332,1,5.821200734104268,4.656365363240007,0.9642397226428598,0.5611775201532772,33.07534522798213
91.5861880342119,9.987832357736654,4.733920920301383,1.5085621579965258,71.18097618930128,1,4.547714451399171,2.4706047932557023,0.7238524242284614,0.972512412784661,23.196953462367
67.83199830488681,11.979341105333376,4.264879320255243,3.31810471102533,95.74683715664699,1,8.633828156976058,2.503200574006155,0.821234381917273,1.363324261746655,25.49868168486935
93.74993880184934,5.5071181545171015,3.378209452912631,4.845832925329471,11.782043707341392,1,5.436844394122802,0.6867592636526063,0.4578714871594778,1.9258909488966864,24.542595347913664
27.07940016415356,9.67188288931127,2.3652482489029754,3.057822282740938,100.02184672574887,0,5.247122595080707,4.033015596345877,0.40268145475446004,1.78869553962685,23.9524774533105
35.67862899353162,6.019309136092422,2.117651153764092,0.4771993886183348,14.415274499390318,0,5.412812404688455,1.3101305210886065,0.3110356061048529,0.8425334212682715,30.503815385878113
23.618183112843045,6.798756203039089,3.2897699890396757,0.4703597078849282,107.89047139991487,0,8.621065016827709,4.5081011979243435,0.5325832254811681,0.8301647450287453,25.535378145389842
46.02642646106115,8.2750546321837,2.772616160093837,4.761973782143273,119.11590219625076,1,8.48747387519247,4.563038679618941,0.5966458601807517,0.8017594506708512,21.334342440504322
51.09418317515856,10.736771141863388,0.40513821882123957,1.556724872505935,42.34742083944556,0,4.631679931961901,4.722219548183333,0.6685973592874799,1.8837483444537546,20.163163353169566
41.70792254191167,11.840834691992951,2.611262978974626,0.5511282318041296,33.1350411914373,0,3.9996987388347254,2.6491293966051415,0.33140665359882504,1.778999229652581,15.754946339348667
86.29900073215435,9.682734138645182,4.051377724440914,3.0353184770368697,94.18997002438448,1,5.427352216352164,3.4177595454398575,0.9537886728126915,1.662325148379423,26.663903237660918
48.540266135487144,6.177667821673338,2.3502754002250947,3.1558790136223043,37.832897501227855,0,6.154952587633981,3.9147278123021514,0.2527826483864223,1.0891026713363414,19.599228308020685
42.47476077499046,6.213570022770702,0.3545872300159153,3.2776736185815722,105.21186214894239,1,3.1450348956519725,0.7419716313872815,0.9690878572897711,1.2565710564481503,17.96267844032766
63.41568665265988,9.375823015888916,3.9527631769817626,1.4102699365019526,21.31268513732244,1,8.145595762440315,3.044690255487737,0.11337051025675342,1.1964976171927293,28.07659927655355
31.27393799798101,4.387771457683023,1.0866825324662746,0.17404235265092768,23.855071601729406,0,5.378344891591806,0.2680597163862272,0.5330131226351611,0.8800971613390589,28.624185156430975
84.17575846032318,3.1047411313139466,1.3672420909513903,4.8285753103269125,117.70667106106771,1,4.0064099357796366,2.538073808604757,0.4000310543049065,1.2575420692231505,30.04309784515332
25.964051494381664,5.546221576407765,0.9070611318182499,1.3293759238864025,84.12227880970052,1,1.9613889366759154,0.8587291399391144,0.5042110725372257,0.5457448217791316,25.071537926771832
98.95095492804138,4.8723899165408175,1.7180538178703382,3.412528811457483,103.15759468718481,1,3.1496064436324622,0.996322337214215,0.6135981210827102,0.6977155602461887,32.88109210407773
81.77958154373259,4.9630812045599,3.808082377874312,3.5624863624056773,45.67623150866698,1,9.543530545803854,1.8887330767937476,0.4920302422114381,1.8298843942534195,33.72685506796456
35.89725452273379,4.336077510499099,2.644990711569293,3.08903634368948,84.41321244726649,1,3.7458971813757396,2.218942116910865,0.4733621652714355,1.6275196505471348,31.147418795849788
20.441769369888192,2.420931896363619,1.1039182433384918,1.6332462316468765,75.36660100394569,0,2.519733604303318,3.153544880207718,0.7594510738719759,1.1343026135886305,27.711869640163744
85.23691427638673,2.178739347334138,4.401367382945,1.4283716434439224,76.34651321352418,1,5.146055124894938,0.46469925034872683,0.7172886475778182,1.275725543425816,21.074419071823772
76.54858750780937,11.877223897360315,4.409951089262493,3.0285745852432457,85.07857054914938,0,3.763789690242238,2.568089630063479,0.8499441538322631,1.0549983289399663,34.65889843240443
78.32057344327899,6.277731337358624,4.365834282725434,4.343868604697288,73.28950904420084,1,1.3164332524407474,0.9948631382401956,0.324963083115546,1.6111698007410087,20.482723343838767
81.70162773487566,5.843266471596817,1.2701014357695426,4.738995271724638,57.196860623293254,0,3.9083069555147554,2.9124783576555355,0.6485756587786572,1.6762807688481194,19.05313843980862
25.92357213872723,8.7964728269307,2.311072786486842,0.6189384415784124,40.35149638186015,0,5.896977615455217,3.2232826000797994,0.6266753068535684,1.6449277853047386,23.843082275731653
48.67725828354181,4.182538878650641,4.926449315090288,0.8586602017288273,94.54394640045223,1,5.965411348179702,2.8278753571089843,0.43276402978541995,1.5839175872516744,16.13681141424777
29.269524762010377,11.499611839502254,3.8828611339189534,4.72920766803709,34.88996730035048,1,4.209030290591999,3.717648001343708,0.5374517877124129,0.8067565080391937,34.569889293435814
89.04827407004748,9.863450144155522,0.23312036400524314,3.709022618840484,86.15897367698555,1,5.025724806273406,1.7444852967804167,0.38240392897515585,1.0069549688607182,26.768671128328496
69.86385014620464,2.894110023122595,0.4195024971764111,4.426669741665888,35.66661049142593,0,9.689661264112898,3.8490222990023417,0.2276599578552867,1.2047681524755123,26.139041833283507
46.471841988211935,6.175807757849284,2.373263746380431,1.0928999072631815,78.78631869498993,1,4.396136295072805,2.220558700370149,0.29242108959645957,0.9961894871414834,28.115925597994398
25.084668022881893,10.791183075621646,4.555179008721645,2.9791707684360693,92.17860938419318,1,3.324041319339847,2.4725040417807245,0.194962281761081,1.6324103002374935,24.94047295554413
44.878585737252976,11.447320222914103,2.7396388099683,3.535584012645621,34.05852777971931,1,3.191203396600841,3.2757004235792504,0.7147626176711117,0.994030286374932,15.64127034189083
46.014665762139764,6.674015112498697,2.5392812893680223,3.4325482386901665,16.59376309474391,1,5.119881514337207,0.18995608159619742,0.6946546537982363,0.7073481301780058,27.246225776807936
78.36849426704512,8.134113892107077,0.6168211297874899,2.099943285246821,24.40711172935915,0,7.835681338452496,3.304571684959217,0.9555457344218855,1.0985606780724562,29.32347753912861
71.00459770841705,3.6703394609207525,3.318222513149041,0.17543496928741154,76.6596663998128,1,2.8538936576962586,3.1310672304533655,0.7567105722825171,1.9698716491735704,23.33498121248106
90.97701940610612,11.911686261369766,4.128305486941104,2.9563376783408897,103.43910468483091,1,7.383665144266913,1.6182508720910718,0.1468412548805183,0.8388221194003638,30.14591144142386
57.777194012955945,4.316717013834434,1.9640580367870557,1.3401975419800831,14.949650335896681,0,1.1903484101447466,0.5203919960074985,0.8958206565360588,1.4182379884148437,19.540025986768413
29.567539675064136,11.427317741351256,3.900498069534105,2.3062458061001627,90.75663849458108,1,4.770396801855514,0.5455837045739016,0.8764076466511532,1.1494595747595595,19.42553182132368
77.0595829778396,8.496466489923684,4.825935604113977,4.792146973910705,47.545051054505734,1,7.982785586825082,4.62379636022762,0.49898828869542877,0.60653685147399,18.228339753751477
80.8628038893518,8.077367948788591,1.0984556497256766,2.05527305644793,62.63812069114748,0,4.048596601969883,3.477468674006602,0.6272767454751293,1.2318149089970891,22.439895195783237
64.9021758055597,7.126885110165086,2.664315192854233,4.215027872655691,112.17455048301221,1,6.073633913008595,0.722802807476628,0.978470499225267,1.5532464929724688,31.94024070778167
81.67737439636488,4.306698117177587,1.5069759946144203,1.0238489681713308,46.516865520943,1,2.844813095433197,1.8479435296136413,0.5790739274633496,1.269829963741728,31.558241242981286
59.50364770915126,3.7652803200550826,3.984986653265813,3.3950564403226418,61.18706273334347,1,7.677958520135551,3.003166670117823,0.9147896455384807,1.8081590956198716,22.656484159270075
61.818626350559526,4.204862090701754,2.9302074928176722,4.887334076750823,11.505065623674922,0,1.4705119294188367,4.194301354944178,0.17473488202916782,0.933405524986374,26.782374719604732
54.20328146868397,3.8643826214425454,3.2094538459964888,0.5992761942773903,18.97585920053222,0,8.672883803879504,0.3139385506937418,0.27194668183781456,0.6293737569559474,29.41632632949831
22.033530139527613,9.795844735667533,4.009779382117881,0.14076771691324086,38.44507502482624,1,2.7837674777950134,1.2595023442030435,0.4966794490971861,1.9048484174870093,19.82413549256046
28.631314159464356,5.501252591667301,2.040255316046029,2.2245556838998106,13.063746490318184,0,8.869582285374976,4.459770052447362,0.6262811275035742,1.0672945242923286,18.362821717894942
22.51433485493874,2.5784267656339637,4.5839413351945115,0.5538648669516993,79.45128586530761,0,4.172763171704656,0.14491119590070078,0.8346050666765202,1.36460832718045,34.441919864246216
70.91283290110243,11.691026301408113,2.7118414495060863,3.767083313413534,56.90381924817848,1,7.5041521702703795,1.0868556036900483,0.9894359036288681,1.688004689195294,27.35114626419237
45.148478486106136,10.837858849634257,0.8739786318932052,4.5812884528579385,70.29597230008243,0,3.873027680075696,4.799218462267533,0.4499663468267048,0.9864704958133709,34.62831443667328
60.685655293176225,11.27752283195213,3.5099056790271326,2.2267027662729184,29.211190448596252,1,9.153205041111828,3.1056690479586386,0.14267407252607645,1.5742468072664169,21.75511974264458
92.60531791408744,11.949078226464353,3.986980617147447,1.3676870465616608,42.552523238027774,1,2.1397341296653694,1.3821896965237819,0.8210543529657923,0.703128274726742,29.06063399948263
39.94337833191,3.7389524921948727,1.6521322176308808,2.228576263132388,83.02069223379976,0,2.6066781034533886,0.42825636253965327,0.6439426471745273,0.9369406208082579,19.452072730824753
52.830633842850375,5.962420189026588,4.30017835929389,3.6448943074650053,116.18329959934398,1,5.437271126429221,0.2381375681913886,0.2786885729813815,0.7170659542047799,20.22400342547826
80.4440910834439,9.582384757040913,4.540101948352255,0.1443653917438178,15.545845096243012,1,1.7374459513433151,1.2992508902209439,0.5453456109592781,1.7168458376020368,25.23804242539248
38.3038532393298,8.960206180537922,1.456831988151264,2.9883245484750165,107.94227529407927,1,2.7638216623158574,4.419280515985661,0.768079220980352,0.8339738528401781,21.392362510161426
26.158392786303438,3.5389590633985506,4.919255216304588,3.1051292559481576,73.45693214423292,1,9.49389743990813,2.137976906057797,0.7933706083617794,1.5761053331078154,18.35243127681169
43.180116233101444,10.158331249906178,0.7894864874389163,3.2246724097900845,72.0311523431186,0,9.788406950330984,3.6296335089133662,0.5496565707988859,1.9149475958684787,20.25761403978652
32.897702980320354,4.244405718366607,1.089876775172201,1.2859081919062985,65.03063887285364,1,4.386333963973797,4.599596673361793,0.3746930771159732,1.2916583136033155,15.714967889317293
